Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
4824,4 BHK Flat for Sale in Rajarhat,"Spacious 4 BHK apartment located in Rajarhat, Kolkata. Semi-Furnished with modern amenities.",1.18 Cr,11776277.0,"Rajarhat, Kolkata",1332 sqft,Under Construction,10 out of 20,New Property,Semi-Furnished,,Not Available,Orchid Enclave,5.0,1.0,2.0,Leasehold,1468 sqft,,
4825,5 BHK Flat for Sale in Sector 137,"Spacious 5 BHK apartment located in Sector 137, Noida. Unfurnished with modern amenities.",1.59 Cr,15929852.0,"Sector 137, Noida",,Under Construction,1 out of 25,New Property,Unfurnished,South,Main Road,Golden Heights,6.0,1.0,1.0,,2539 sqft,,
4826,5 BHK Flat for Sale in New Town,"Spacious 5 BHK apartment located in New Town, Kolkata. Unfurnished with modern amenities.",1.37 Cr,,"New Town, Kolkata",2294 sqft,Ready to Move,10 out of 15,New Property,Unfurnished,West,,Maple County,5.0,1.0,2.0,Leasehold,2941 sqft,43x49,
4827,2 BHK Flat for Sale in Satellite,"Spacious 2 BHK apartment located in Satellite, Ahmedabad. Furnished with modern amenities.",36.77 Lac,3677256.0,"Satellite, Ahmedabad",784 sqft,Under Construction,Ground out of 8,New Property,Furnished,West,,Royal Park,1.0,,,Co-operative Society,96 sqm,55x52,
4828,2 BHK Flat for Sale in Whitefield,"Spacious 2 BHK apartment located in Whitefield, Bangalore. Unfurnished with modern amenities.",83.56 Lac,,"Whitefield, Bangalore",894 sqft,Ready to Move,10 out of 10,New Property,Unfurnished,,,Orchid Gardens,3.0,,2.0,Leasehold,1099 sqft,21x46,
4829,5 BHK Flat for Sale in Sector 57,"Spacious 5 BHK apartment located in Sector 57, Gurgaon. Furnished with modern amenities.",1.61 Cr,16078807.0,"Sector 57, Gurgaon",1818 sqft,Under Construction,5 out of 5,Resale,Furnished,South,,Maple County,5.0,2.0,,,2367 sqft,,
4830,2 BHK Flat for Sale in Madhapur,"Spacious 2 BHK apartment located in Madhapur, Hyderabad. Semi-Furnished with modern amenities.",53.81 Lac,,"Madhapur, Hyderabad",626 sqft,Under Construction,5 out of 6,New Property,Semi-Furnished,South-West,Club,,1.0,,0.0,Power Of Attorney,808 sqft,,906 sqft
4831,3 BHK Flat for Sale in Sector 57,"Spacious 3 BHK apartment located in Sector 57, Gurgaon. Furnished with modern amenities.",1.08 Cr,10816684.0,"Sector 57, Gurgaon",1100 sqft,Ready to Move,19 out of 20,New Property,Furnished,,Main Road,Silver County,2.0,3.0,,Co-operative Society,1236 sqft,,
4832,5 BHK Flat for Sale in Dadar West,"Spacious 5 BHK apartment located in Dadar West, Mumbai. Furnished with modern amenities.",3.82 Cr,38178451.0,"Dadar West, Mumbai",1863 sqft,Ready to Move,2 out of 25,New Property,Furnished,,Not Available,Palm Heights,,1.0,0.0,Power Of Attorney,2339 sqft,,
4833,3 BHK Flat for Sale in Kukatpally,"Spacious 3 BHK apartment located in Kukatpally, Hyderabad. Furnished with modern amenities.",1.34 Cr,13420525.0,"Kukatpally, Hyderabad",1313 sqft,Under Construction,8 out of 15,New Property,Furnished,South-West,Main Road,Emerald Residency,3.0,3.0,1.0,Power Of Attorney,1578 sqft,,1713 sqft
4834,3 BHK Flat for Sale in Baner,"Spacious 3 BHK apartment located in Baner, Pune. Semi-Furnished with modern amenities.",99.41 Lac,9941192.0,"Baner, Pune",1092 sqft,Ready to Move,6 out of 12,Resale,Semi-Furnished,,Main Road,Green Enclave,3.0,2.0,2.0,Co-operative Society,1304 sqft,,
4835,1 BHK Flat for Sale in Porur,"Spacious 1 BHK apartment located in Porur, Chennai. Semi-Furnished with modern amenities.",18.86 Lac,1886052.0,"Porur, Chennai",359 sqft,Ready to Move,10 out of 10,New Property,Semi-Furnished,,Garden/Park,Orchid Towers,1.0,1.0,,Leasehold,437 sqft,56x22,
4836,4 BHK Flat for Sale in Dadar West,"Spacious 4 BHK apartment located in Dadar West, Mumbai. Unfurnished with modern amenities.",5.29 Cr,52940783.0,"Dadar West, Mumbai",158 sqm,Ready to Move,1 out of 8,New Property,Unfurnished,North,,,4.0,,,Co-operative Society,1875 sqft,,2544 sqft
4837,3 BHK Flat for Sale in Sector 78,"Spacious 3 BHK apartment located in Sector 78, Noida. Furnished with modern amenities.",88.37 Lac,8836912.0,"Sector 78, Noida",,Under Construction,4 out of 4,New Property,Furnished,South-East,Pool,Royal Park,,2.0,,Leasehold,,38x47,
4838,3 BHK Flat for Sale in Behala,"Spacious 3 BHK apartment located in Behala, Kolkata. Unfurnished with modern amenities.",93.08 Lac,,"Behala, Kolkata",,Ready to Move,Basement out of 8,New Property,Unfurnished,South-East,Not Available,Lake Enclave,3.0,,2.0,Leasehold,,,1869 sqft
4839,2 BHK Flat for Sale in Sector 78,"Spacious 2 BHK apartment located in Sector 78, Noida. Unfurnished with modern amenities.",55.25 Lac,5525255.0,"Sector 78, Noida",684 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,West,,,2.0,2.0,,Leasehold,,,1024 sqft
4840,1 BHK Flat for Sale in Bopal,"Spacious 1 BHK apartment located in Bopal, Ahmedabad. Semi-Furnished with modern amenities.",20.68 Lac,2068320.0,"Bopal, Ahmedabad",361 sqft,Under Construction,3 out of 12,New Property,Semi-Furnished,West,Main Road,Green Woods,1.0,3.0,2.0,Leasehold,448 sqft,,
4841,4 BHK Flat for Sale in Dwarka,"Spacious 4 BHK apartment located in Dwarka, Delhi. Semi-Furnished with modern amenities.",1.19 Cr,11861683.0,"Dwarka, Delhi",943 sqft,Under Construction,3 out of 8,Resale,Semi-Furnished,North-West,Garden/Park,Maple Woods,4.0,2.0,1.0,Freehold,105 sqm,,
4842,3 BHK Flat for Sale in Anna Nagar,"Spacious 3 BHK apartment located in Anna Nagar, Chennai. Semi-Furnished with modern amenities.",72.29 Lac,7229102.0,"Anna Nagar, Chennai",1130 sqft,Under Construction,6 out of 20,Resale,Semi-Furnished,East,,,4.0,1.0,2.0,Co-operative Society,,,
4843,2 BHK Flat for Sale in OMR,"Spacious 2 BHK apartment located in OMR, Chennai. Semi-Furnished with modern amenities.",51.08 Lac,,"OMR, Chennai",,Under Construction,3 out of 5,Resale,Semi-Furnished,South,Main Road,Royal Woods,,0.0,,Co-operative Society,806 sqft,23x49,
4844,3 BHK Flat for Sale in Sector 62,"Spacious 3 BHK apartment located in Sector 62, Noida. Furnished with modern amenities.",75.36 Lac,7536190.0,"Sector 62, Noida",1089 sqft,Under Construction,7 out of 20,New Property,Furnished,,,Maple Gardens,4.0,1.0,,Co-operative Society,129 sqm,,
4845,4 BHK Flat for Sale in Kondapur,"Spacious 4 BHK apartment located in Kondapur, Hyderabad. Semi-Furnished with modern amenities.",90.17 Lac,9017356.0,"Kondapur, Hyderabad",1729 sqft,Under Construction,Basement out of 15,Resale,Semi-Furnished,West,,Palm Park,4.0,2.0,,Power Of Attorney,2242 sqft,32x51,
4846,3 BHK Flat for Sale in Gachibowli,"Spacious 3 BHK apartment located in Gachibowli, Hyderabad. Furnished with modern amenities.",80.07 Lac,8006903.0,"Gachibowli, Hyderabad",968 sqft,Under Construction,5 out of 8,Resale,Furnished,South-East,Club,,3.0,1.0,0.0,Leasehold,1172 sqft,,
4847,4 BHK Flat for Sale in Viman Nagar,"Spacious 4 BHK apartment located in Viman Nagar, Pune. Unfurnished with modern amenities.",1.35 Cr,13483729.0,"Viman Nagar, Pune",1422 sqft,Under Construction,15 out of 20,New Property,Unfurnished,,,,3.0,2.0,,Power Of Attorney,1822 sqft,,2278 sqft
4848,3 BHK Flat for Sale in Sarjapur Road,"Spacious 3 BHK apartment located in Sarjapur Road, Bangalore. Unfurnished with modern amenities.",77.28 Lac,,"Sarjapur Road, Bangalore",953 sqft,Ready to Move,14 out of 25,Resale,Unfurnished,South-West,Garden/Park,Emerald Gardens,3.0,1.0,,Freehold,1090 sqft,32x27,
4849,4 BHK Flat for Sale in Sector 57,"Spacious 4 BHK apartment located in Sector 57, Gurgaon. Unfurnished with modern amenities.",2.16 Cr,21626687.0,"Sector 57, Gurgaon",1334 sqft,Ready to Move,1 out of 25,Resale,Unfurnished,North-West,Not Available,Golden Towers,3.0,0.0,,Leasehold,1580 sqft,,
4850,3 BHK Flat for Sale in Dadar West,"Spacious 3 BHK apartment located in Dadar West, Mumbai. Unfurnished with modern amenities.",2.29 Cr,22939675.0,"Dadar West, Mumbai",1317 sqft,Under Construction,3 out of 20,Resale,Unfurnished,,,Silver Residency,3.0,1.0,2.0,,,,
4851,3 BHK Flat for Sale in Dwarka,"Spacious 3 BHK apartment located in Dwarka, Delhi. Unfurnished with modern amenities.",1.92 Cr,19219737.0,"Dwarka, Delhi",87 sqm,Ready to Move,10 out of 10,New Property,Unfurnished,North,Club,Orchid Towers,3.0,1.0,,,1152 sqft,25x33,
4852,3 BHK Flat for Sale in OMR,"Spacious 3 BHK apartment located in OMR, Chennai. Semi-Furnished with modern amenities.",1.26 Cr,,"OMR, Chennai",1295 sqft,Under Construction,Ground out of 25,Resale,Semi-Furnished,West,,Royal Gardens,2.0,2.0,,,1688 sqft,,
4853,5 BHK Flat for Sale in Baner,"Spacious 5 BHK apartment located in Baner, Pune. Unfurnished with modern amenities.",2.35 Cr,23477816.0,"Baner, Pune",1921 sqft,Ready to Move,1 out of 8,Resale,Unfurnished,West,Club,Orchid County,5.0,1.0,1.0,,,44x21,
4854,3 BHK Flat for Sale in OMR,"Spacious 3 BHK apartment located in OMR, Chennai. Furnished with modern amenities.",1.34 Cr,13384726.0,"OMR, Chennai",,Under Construction,1 out of 6,Resale,Furnished,North-West,Not Available,Lake Heights,4.0,2.0,,Power Of Attorney,1616 sqft,,
4855,4 BHK Flat for Sale in Janakpuri,"Spacious 4 BHK apartment located in Janakpuri, Delhi. Unfurnished with modern amenities.",2.77 Cr,27705626.0,"Janakpuri, Delhi",,Under Construction,11 out of 12,New Property,Unfurnished,West,,Green Towers,4.0,1.0,,Leasehold,148 sqm,,
4856,4 BHK Flat for Sale in Chembur,"Spacious 4 BHK apartment located in Chembur, Mumbai. Semi-Furnished with modern amenities.",2.22 Cr,,"Chembur, Mumbai",1340 sqft,Under Construction,21 out of 25,New Property,Semi-Furnished,South-East,Main Road,Palm Woods,5.0,,,,1502 sqft,,1932 sqft
4857,3 BHK Flat for Sale in Chembur,"Spacious 3 BHK apartment located in Chembur, Mumbai. Semi-Furnished with modern amenities.",3.49 Cr,,"Chembur, Mumbai",1132 sqft,Ready to Move,3 out of 6,New Property,Semi-Furnished,,Garden/Park,Orchid Heights,2.0,0.0,1.0,Power Of Attorney,,48x34,
4858,4 BHK Flat for Sale in Electronic City,"Spacious 4 BHK apartment located in Electronic City, Bangalore. Unfurnished with modern amenities.",2.03 Cr,,"Electronic City, Bangalore",1482 sqft,Under Construction,6 out of 6,New Property,Unfurnished,South-East,,Orchid Towers,5.0,2.0,1.0,Co-operative Society,,59x30,
4859,5 BHK Flat for Sale in Maninagar,"Spacious 5 BHK apartment located in Maninagar, Ahmedabad. Unfurnished with modern amenities.",1.43 Cr,14268634.0,"Maninagar, Ahmedabad",,Ready to Move,3 out of 5,Resale,Unfurnished,,,Orchid Enclave,6.0,2.0,,,,,
4860,3 BHK Flat for Sale in Gachibowli,"Spacious 3 BHK apartment located in Gachibowli, Hyderabad. Semi-Furnished with modern amenities.",1.11 Cr,11061869.0,"Gachibowli, Hyderabad",1444 sqft,Under Construction,1 out of 5,New Property,Semi-Furnished,,Pool,Green Park,3.0,2.0,,Leasehold,,44x60,1752 sqft
4861,1 BHK Flat for Sale in Electronic City,"Spacious 1 BHK apartment located in Electronic City, Bangalore. Furnished with modern amenities.",65.03 Lac,6503259.0,"Electronic City, Bangalore",456 sqft,Ready to Move,Ground out of 4,New Property,Furnished,North,Main Road,Emerald Residency,2.0,3.0,1.0,Freehold,542 sqft,,558 sqft
4862,2 BHK Flat for Sale in Kukatpally,"Spacious 2 BHK apartment located in Kukatpally, Hyderabad. Unfurnished with modern amenities.",47.13 Lac,4713123.0,"Kukatpally, Hyderabad",651 sqft,Under Construction,5 out of 15,Resale,Unfurnished,,Club,Royal Heights,3.0,,1.0,,737 sqft,,
4863,4 BHK Flat for Sale in Kothrud,"Spacious 4 BHK apartment located in Kothrud, Pune. Unfurnished with modern amenities.",1.12 Cr,,"Kothrud, Pune",1519 sqft,Ready to Move,1 out of 15,Resale,Unfurnished,South-West,,Royal Park,4.0,2.0,,,1792 sqft,51x46,2310 sqft
4864,3 BHK Flat for Sale in Sarjapur Road,"Spacious 3 BHK apartment located in Sarjapur Road, Bangalore. Unfurnished with modern amenities.",1.56 Cr,,"Sarjapur Road, Bangalore",1180 sqft,Under Construction,1 out of 20,Resale,Unfurnished,North-East,,Emerald Heights,3.0,3.0,2.0,Leasehold,1445 sqft,,
4865,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Furnished with modern amenities.",87.05 Lac,8704842.0,"Salt Lake, Kolkata",1268 sqft,Ready to Move,1 out of 4,New Property,Furnished,West,Club,Golden Gardens,3.0,1.0,1.0,Leasehold,1473 sqft,,
4866,1 BHK Flat for Sale in Sector 78,"Spacious 1 BHK apartment located in Sector 78, Noida. Unfurnished with modern amenities.",21.44 Lac,2144078.0,"Sector 78, Noida",340 sqft,Ready to Move,11 out of 12,Resale,Unfurnished,,Main Road,,1.0,2.0,,Power Of Attorney,37 sqm,44x53,
4867,3 BHK Flat for Sale in Thane West,"Spacious 3 BHK apartment located in Thane West, Mumbai. Unfurnished with modern amenities.",3.02 Cr,,"Thane West, Mumbai",1247 sqft,Ready to Move,4 out of 15,Resale,Unfurnished,South,Main Road,Orchid Gardens,4.0,0.0,,,,50x43,
4868,1 BHK Flat for Sale in Sector 57,"Spacious 1 BHK apartment located in Sector 57, Gurgaon. Semi-Furnished with modern amenities.",44.58 Lac,4457975.0,"Sector 57, Gurgaon",424 sqft,Under Construction,Basement out of 10,New Property,Semi-Furnished,North-East,Not Available,Emerald Heights,2.0,0.0,0.0,Power Of Attorney,545 sqft,,
4869,3 BHK Flat for Sale in Vasant Kunj,"Spacious 3 BHK apartment located in Vasant Kunj, Delhi. Furnished with modern amenities.",2.18 Cr,21786966.0,"Vasant Kunj, Delhi",1318 sqft,Under Construction,5 out of 10,New Property,Furnished,North-West,,Lake Gardens,2.0,3.0,,,1492 sqft,43x52,1867 sqft
4870,3 BHK Flat for Sale in Sector 57,"Spacious 3 BHK apartment located in Sector 57, Gurgaon. Unfurnished with modern amenities.",1.48 Cr,14817791.0,"Sector 57, Gurgaon",1299 sqft,Under Construction,1 out of 15,Resale,Unfurnished,East,Club,Emerald County,3.0,1.0,1.0,Leasehold,1454 sqft,,
4871,3 BHK Flat for Sale in Rohini,"Spacious 3 BHK apartment located in Rohini, Delhi. Semi-Furnished with modern amenities.",1.79 Cr,17868336.0,"Rohini, Delhi",97 sqm,Under Construction,3 out of 12,Resale,Semi-Furnished,South-West,Not Available,Maple Heights,3.0,1.0,1.0,Leasehold,1177 sqft,,
4872,4 BHK Flat for Sale in Rajarhat,"Spacious 4 BHK apartment located in Rajarhat, Kolkata. Furnished with modern amenities.",Call for Price,8001899.0,"Rajarhat, Kolkata",1490 sqft,Under Construction,13 out of 25,New Property,Furnished,,,,3.0,1.0,2.0,Leasehold,1821 sqft,,
4873,3 BHK Flat for Sale in Chembur,"Spacious 3 BHK apartment located in Chembur, Mumbai. Unfurnished with modern amenities.",2.05 Cr,,"Chembur, Mumbai",,Ready to Move,2 out of 12,Resale,Unfurnished,North,Main Road,,2.0,3.0,2.0,Leasehold,1144 sqft,,
4874,2 BHK Flat for Sale in Karol Bagh,"Spacious 2 BHK apartment located in Karol Bagh, Delhi. Furnished with modern amenities.",1.84 Cr,,"Karol Bagh, Delhi",848 sqft,Under Construction,5 out of 20,New Property,Furnished,North,Main Road,Silver County,2.0,1.0,1.0,Freehold,993 sqft,37x35,
4875,2 BHK Flat for Sale in Sector 62,"Spacious 2 BHK apartment located in Sector 62, Noida. Unfurnished with modern amenities.",47.15 Lac,,"Sector 62, Noida",711 sqft,Under Construction,1 out of 4,Resale,Unfurnished,North-West,Main Road,Orchid Park,3.0,,1.0,Co-operative Society,,,
4876,5 BHK Flat for Sale in Sector 82,"Spacious 5 BHK apartment located in Sector 82, Gurgaon. Semi-Furnished with modern amenities.",2.87 Cr,28737984.0,"Sector 82, Gurgaon",2193 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,East,Garden/Park,Orchid Park,,1.0,2.0,Power Of Attorney,2584 sqft,,3586 sqft
4877,5 BHK Flat for Sale in Dadar West,"Spacious 5 BHK apartment located in Dadar West, Mumbai. Unfurnished with modern amenities.",3.93 Cr,39310089.0,"Dadar West, Mumbai",2156 sqft,Under Construction,14 out of 15,New Property,Unfurnished,North-West,Club,Palm Enclave,5.0,0.0,0.0,Leasehold,,38x52,
4878,2 BHK Flat for Sale in Madhapur,"Spacious 2 BHK apartment located in Madhapur, Hyderabad. Furnished with modern amenities.",46.71 Lac,,"Madhapur, Hyderabad",655 sqft,Under Construction,7 out of 10,Resale,Furnished,South-West,,Emerald Residency,2.0,1.0,,Power Of Attorney,,,
4879,5 BHK Flat for Sale in Marathahalli,"Spacious 5 BHK apartment located in Marathahalli, Bangalore. Furnished with modern amenities.",2.38 Cr,23839032.0,"Marathahalli, Bangalore",1974 sqft,Under Construction,2 out of 10,New Property,Furnished,,Garden/Park,,5.0,2.0,,Co-operative Society,,,
4880,2 BHK Flat for Sale in Dwarka,"Spacious 2 BHK apartment located in Dwarka, Delhi. Semi-Furnished with modern amenities.",1.64 Cr,,"Dwarka, Delhi",724 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,North,Pool,Golden Woods,3.0,,,,811 sqft,,
4881,2 BHK Flat for Sale in Rajarhat,"Spacious 2 BHK apartment located in Rajarhat, Kolkata. Furnished with modern amenities.",48.8 Lac,4880401.0,"Rajarhat, Kolkata",655 sqft,Under Construction,11 out of 12,Resale,Furnished,,Main Road,,,1.0,0.0,,,,
4882,3 BHK Flat for Sale in Baner,"Spacious 3 BHK apartment located in Baner, Pune. Furnished with modern amenities.",1.8 Cr,18038276.0,"Baner, Pune",1276 sqft,Under Construction,18 out of 25,New Property,Furnished,,Main Road,Golden Enclave,4.0,,,Power Of Attorney,,,
4883,2 BHK Flat for Sale in Vastrapur,"Spacious 2 BHK apartment located in Vastrapur, Ahmedabad. Furnished with modern amenities.",26.68 Lac,2668181.0,"Vastrapur, Ahmedabad",,Ready to Move,1 out of 15,New Property,Furnished,South-East,Main Road,Golden Towers,2.0,,,Power Of Attorney,647 sqft,,
4884,3 BHK Flat for Sale in Porur,"Spacious 3 BHK apartment located in Porur, Chennai. Semi-Furnished with modern amenities.",85.31 Lac,8530608.0,"Porur, Chennai",1169 sqft,Under Construction,Basement out of 5,Resale,Semi-Furnished,,Not Available,Royal Heights,4.0,2.0,1.0,Co-operative Society,,,
4885,3 BHK Flat for Sale in Janakpuri,"Spacious 3 BHK apartment located in Janakpuri, Delhi. Unfurnished with modern amenities.",1.32 Cr,13224965.0,"Janakpuri, Delhi",1097 sqft,Under Construction,3 out of 12,New Property,Unfurnished,North-West,,,3.0,,0.0,Power Of Attorney,1233 sqft,,1375 sqft
4886,5 BHK Flat for Sale in Wakad,"Spacious 5 BHK apartment located in Wakad, Pune. Semi-Furnished with modern amenities.",1.92 Cr,,"Wakad, Pune",2141 sqft,Under Construction,1 out of 4,New Property,Semi-Furnished,North-West,Club,Sunrise Gardens,4.0,1.0,1.0,Leasehold,,,
4887,4 BHK Flat for Sale in Anna Nagar,"Spacious 4 BHK apartment located in Anna Nagar, Chennai. Unfurnished with modern amenities.",72.22 Lac,7222320.0,"Anna Nagar, Chennai",1230 sqft,Ready to Move,6 out of 15,Resale,Unfurnished,,Garden/Park,Orchid Gardens,,1.0,1.0,Leasehold,,36x53,
4888,2 BHK Flat for Sale in Behala,"Spacious 2 BHK apartment located in Behala, Kolkata. Furnished with modern amenities.",64.1 Lac,,"Behala, Kolkata",918 sqft,Under Construction,12 out of 25,New Property,Furnished,South,,Orchid Residency,3.0,,,,,,
4889,2 BHK Flat for Sale in Janakpuri,"Spacious 2 BHK apartment located in Janakpuri, Delhi. Unfurnished with modern amenities.",76.83 Lac,,"Janakpuri, Delhi",583 sqft,Under Construction,1 out of 12,Resale,Unfurnished,North,,Lake Woods,1.0,2.0,,,776 sqft,,
4890,4 BHK Flat for Sale in Kharadi,"Spacious 4 BHK apartment located in Kharadi, Pune. Furnished with modern amenities.",1.6 Cr,16022574.0,"Kharadi, Pune",1460 sqft,Under Construction,1 out of 10,New Property,Furnished,West,Main Road,,4.0,2.0,2.0,Co-operative Society,,,
4891,4 BHK Flat for Sale in Satellite,"Spacious 4 BHK apartment located in Satellite, Ahmedabad. Unfurnished with modern amenities.",67.04 Lac,6704140.0,"Satellite, Ahmedabad",1496 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,,Club,Orchid Enclave,4.0,3.0,,Leasehold,,,
4892,3 BHK Flat for Sale in Vasant Kunj,"Spacious 3 BHK apartment located in Vasant Kunj, Delhi. Furnished with modern amenities.",1.15 Cr,,"Vasant Kunj, Delhi",879 sqft,Ready to Move,Ground out of 15,Resale,Furnished,,,Silver Residency,3.0,2.0,,,,,
4893,4 BHK Flat for Sale in HSR Layout,"Spacious 4 BHK apartment located in HSR Layout, Bangalore. Semi-Furnished with modern amenities.",1.14 Cr,11367448.0,"HSR Layout, Bangalore",,Ready to Move,4 out of 25,New Property,Semi-Furnished,South,Main Road,Sunrise Park,4.0,,,Power Of Attorney,1880 sqft,33x43,
